"sa2_code","date","hour","count","seasonal","trend","normalised_count","cluster_id"
321200,2018-01-31,11,1587,-140.01447633708722,1727.0144763370872,1329,1.0
321200,2018-01-31,12,1575,-103.87988339308303,1678.879883393083,1320,1.0
321200,2018-01-31,13,1569,-88.01272491626543,1657.0127249162654,1315,1.0
321200,2018-01-31,14,1569,-80.10289860017564,1649.1028986001756,1315,1.0
321200,2018-01-31,15,1572,-74.54079634964431,1646.5407963496443,1318,1.0
321200,2018-01-31,16,1587,-79.373031509073,1666.373031509073,1329,1.0
321200,2018-01-31,17,1620,-75.21365828844645,1695.2136582884464,1355,1.0
321200,2018-01-31,18,1674,5.553948992807199,1668.4460510071929,1397,1.0
321200,2018-01-31,19,1878,219.76628165395047,1658.2337183460495,1554,1.0
321200,2018-01-31,20,2220,526.4737459062212,1693.5262540937788,1819,1.0
321200,2018-01-31,21,2511,803.1037800778786,1707.8962199221214,2044,1.0
321200,2018-01-31,22,2625,960.1055172650543,1664.8944827349455,2132,1.0
321200,2018-01-31,23,2700,1011.9593641717846,1688.0406358282153,2190,1.0
321200,2018-02-01,0,2640,1017.2905156404444,1622.7094843595555,2144,1.0
321200,2018-02-01,1,2610,986.334613785822,1623.665386214178,2121,1.0
321200,2018-02-01,2,2589,863.878926918926,1725.121073081074,2104,1.0
321200,2018-02-01,3,2334,620.9884202362307,1713.0115797637693,1907,1.0
321200,2018-02-01,4,1962,327.1353690526639,1634.864630947336,1619,1.0
321200,2018-02-01,5,1779,92.8854932680725,1686.1145067319276,1478,1.0
321200,2018-02-01,6,1677,-36.40578453200739,1713.4057845320074,1399,1.0
321200,2018-02-01,7,1587,-94.75413812212749,1681.7541381221274,1329,1.0
321200,2018-02-01,8,1554,-127.56878240971848,1681.5687824097186,1304,1.0
321200,2018-02-01,9,1524,-143.6161521915172,1667.6161521915171,1281,1.0
321200,2018-02-01,10,1533,-136.78954205369214,1669.7895420536922,1288,1.0
321200,2018-02-01,11,1542,-126.20311729563952,1668.2031172956397,1295,1.0
321200,2018-02-01,12,1527,-140.36711792897796,1667.367117928978,1283,1.0
321200,2018-02-01,13,1533,-174.62301742880115,1707.6230174288012,1288,1.0
321200,2018-02-01,14,1503,-196.5221054032839,1699.5221054032838,1264,1.0
321200,2018-02-01,15,1518,-191.6717949560418,1709.6717949560418,1276,1.0
321200,2018-02-01,16,1503,-176.3102325364537,1679.3102325364537,1264,1.0
321200,2018-02-01,17,1527,-145.07291767153097,1672.072917671531,1283,1.0
321200,2018-02-01,18,1605,-42.18273434574873,1647.1827343457487,1343,1.0
321200,2018-02-01,19,1863,180.7080089526412,1682.2919910473588,1543,1.0
321200,2018-02-01,20,2253,479.8980096574421,1773.101990342558,1845,1.0
321200,2018-02-01,21,2424,733.4284389687758,1690.571561031224,1977,1.0
321200,2018-02-01,22,2532,856.5416231041833,1675.4583768958169,2060,1.0
321200,2018-02-01,23,2508,870.2385716513451,1637.761428348655,2042,1.0
321200,2018-02-02,0,2445,846.5004812194497,1598.4995187805505,1993,1.0
321200,2018-02-02,1,2526,801.4738986140009,1724.526101385999,2056,1.0
321200,2018-02-02,2,2496,680.6015903270542,1815.398409672946,2032,1.0
321200,2018-02-02,3,2184,455.61051427379726,1728.3894857262028,1791,1.0
321200,2018-02-02,4,1872,191.46661636528128,1680.5333836347188,1550,1.0
321200,2018-02-02,5,1638,-11.840297180698457,1649.8402971806984,1369,1.0
321200,2018-02-02,6,1518,-117.2479828498011,1635.247982849801,1276,1.0
321200,2018-02-02,7,1494,-165.73501942204706,1659.7350194220471,1257,1.0
321200,2018-02-02,8,1518,-204.0578465221344,1722.0578465221345,1276,1.0
321200,2018-02-02,9,1494,-234.0249809245571,1728.024980924557,1257,1.0
321200,2018-02-02,10,1470,-240.635627619006,1710.635627619006,1239,1.0
321200,2018-02-02,11,1452,-236.5819423636601,1688.58194236366,1225,1.0
321200,2018-02-02,12,1455,-246.35942282573183,1701.3594228257318,1227,1.0
321200,2018-02-02,13,1458,-262.85722496686617,1720.8572249668662,1230,1.0
321200,2018-02-02,14,1449,-256.3058500878348,1705.3058500878349,1223,1.0
321200,2018-02-02,15,1434,-228.6579903291961,1662.657990329196,1211,1.0
321200,2018-02-02,16,1425,-224.16299975495008,1649.16299975495,1204,1.0
321200,2018-02-02,17,1431,-266.48106464293784,1697.4810646429378,1209,1.0
321200,2018-02-02,18,1443,-311.83315781288667,1754.8331578128866,1218,1.0
321200,2018-02-02,19,1425,-298.4986367728939,1723.498636772894,1204,1.0
321200,2018-02-02,20,1440,-234.098830516654,1674.098830516654,1216,1.0
321200,2018-02-02,21,1461,-195.96029955266783,1656.960299552668,1232,1.0
321200,2018-02-02,22,1458,-231.90526842163447,1689.9052684216344,1230,1.0
321200,2018-02-02,23,1446,-294.2184968863394,1740.2184968863394,1220,1.0
321200,2018-02-03,0,1455,-300.4951166559349,1755.495116655935,1227,1.0
321200,2018-02-03,1,1497,-241.78533395629736,1738.785333956297,1260,1.0
321200,2018-02-03,2,1452,-192.4998978209357,1644.4998978209358,1225,1.0
321200,2018-02-03,3,1428,-210.9637949143435,1638.9637949143437,1206,1.0
321200,2018-02-03,4,1419,-269.9529709936174,1688.952970993617,1199,1.0
