"sa2_code","date","hour","count","normalised_count","medianWeek"
250600,2018-01-31,11,4800,4800,3984
250600,2018-01-31,12,4809,4809,4008
250600,2018-01-31,13,4821,4821,3999
250600,2018-01-31,14,4827,4827,4014
250600,2018-01-31,15,4812,4812,4014
250600,2018-01-31,16,4818,4818,4013
250600,2018-01-31,17,4830,4830,3993
250600,2018-01-31,18,4644,4644,3783
250600,2018-01-31,19,4146,3684,3274
250600,2018-01-31,20,3591,3153,2913
250600,2018-01-31,21,3414,2984,2732
250600,2018-01-31,22,3258,2835,2637
250600,2018-01-31,23,3090,2674,2484
250600,2018-02-01,0,3009,2597,2409
250600,2018-02-01,1,2982,2571,2418
250600,2018-02-01,2,3003,2591,2488
250600,2018-02-01,3,3117,2700,2634
250600,2018-02-01,4,3447,3016,2925
250600,2018-02-01,5,3879,3429,3324
250600,2018-02-01,6,4038,3581,3509
250600,2018-02-01,7,4170,3707,3604
250600,2018-02-01,8,4311,3842,3720
250600,2018-02-01,9,4419,3945,3816
250600,2018-02-01,10,4476,4000,3914
250600,2018-02-01,11,4791,4301,3958
250600,2018-02-01,12,4827,4336,3968
250600,2018-02-01,13,4842,4350,3984
250600,2018-02-01,14,4845,4353,4004
250600,2018-02-01,15,4851,4359,4011
250600,2018-02-01,16,4851,4359,4022
250600,2018-02-01,17,4839,4347,3990
250600,2018-02-01,18,4722,4235,3778
250600,2018-02-01,19,4128,3667,3320
250600,2018-02-01,20,3567,3130,2891
250600,2018-02-01,21,3315,2889,2706
250600,2018-02-01,22,3198,2778,2566
250600,2018-02-01,23,3057,2643,2472
250600,2018-02-02,0,2967,2557,2386
250600,2018-02-02,1,2907,2499,2366
250600,2018-02-02,2,2946,2537,2526
250600,2018-02-02,3,3075,2660,2678
250600,2018-02-02,4,3375,2947,2951
250600,2018-02-02,5,3744,3300,3201
250600,2018-02-02,6,3996,3541,3392
250600,2018-02-02,7,4032,3575,3471
250600,2018-02-02,8,4113,3653,3568
250600,2018-02-02,9,4203,3739,3672
250600,2018-02-02,10,4263,3796,3738
250600,2018-02-02,11,4374,3902,3790
250600,2018-02-02,12,4410,3937,3800
250600,2018-02-02,13,4431,3957,3821
250600,2018-02-02,14,4428,3954,3841
250600,2018-02-02,15,4440,3965,3849
250600,2018-02-02,16,4443,3968,3862
250600,2018-02-02,17,4434,3960,3849
250600,2018-02-02,18,4416,3942,3834
250600,2018-02-02,19,4308,3839,3738
250600,2018-02-02,20,4299,3831,3618
250600,2018-02-02,21,4185,3722,3486
250600,2018-02-02,22,3981,3526,3410
250600,2018-02-02,23,3852,3403,3322
250600,2018-02-03,0,3780,3334,3272
250600,2018-02-03,1,3825,3377,3212
250600,2018-02-03,2,3771,3326,3218
250600,2018-02-03,3,3816,3369,3296
250600,2018-02-03,4,3948,3495,3370
250600,2018-02-03,5,3993,3538,3470
250600,2018-02-03,6,4122,3661,3470
250600,2018-02-03,7,4104,3644,3507
250600,2018-02-03,8,4134,3673,3527
250600,2018-02-03,9,4176,3713,3609
250600,2018-02-03,10,4221,3756,3682
250600,2018-02-03,11,4233,3767,3752
250600,2018-02-03,12,4248,3782,3758
250600,2018-02-03,13,4275,3808,3797
250600,2018-02-03,14,4335,3865,3842
250600,2018-02-03,15,4335,3865,3846
250600,2018-02-03,16,4350,3879,3856
250600,2018-02-03,17,4341,3871,3832
250600,2018-02-03,18,4335,3865,3769
250600,2018-02-03,19,4281,3813,3678
250600,2018-02-03,20,4227,3762,3572
250600,2018-02-03,21,4122,3661,3459
250600,2018-02-03,22,3918,3466,3354
250600,2018-02-03,23,3789,3343,3299
250600,2018-02-04,0,3780,3334,3282
250600,2018-02-04,1,3711,3268,3262
250600,2018-02-04,2,3744,3300,3282
250600,2018-02-04,3,3840,3392,3398
250600,2018-02-04,4,3912,3460,3508
250600,2018-02-04,5,4032,3575,3588
250600,2018-02-04,6,4092,3633,3656
250600,2018-02-04,7,4146,3684,3726
250600,2018-02-04,8,4281,3813,3808
250600,2018-02-04,9,4353,3882,3870
250600,2018-02-04,10,4380,3908,3898
250600,2018-02-04,11,4374,3902,3921
250600,2018-02-04,12,4398,3925,3929
250600,2018-02-04,13,4389,3917,3938
250600,2018-02-04,14,4368,3897,3950
250600,2018-02-04,15,4383,3911,3942
250600,2018-02-04,16,4383,3911,3952
250600,2018-02-04,17,4386,3914,3917
250600,2018-02-04,18,4362,3891,3764
250600,2018-02-04,19,3921,3469,3330
250600,2018-02-04,20,3537,3102,3039
250600,2018-02-04,21,3294,2869,2832
250600,2018-02-04,22,3240,2818,2694
250600,2018-02-04,23,3153,2735,2648
250600,2018-02-05,0,3075,2660,2581
250600,2018-02-05,1,3093,2677,2591
250600,2018-02-05,2,3162,2743,2716
250600,2018-02-05,3,3345,2918,2774
250600,2018-02-05,4,3645,3205,3086
250600,2018-02-05,5,4002,3547,3440
250600,2018-02-05,6,4125,3664,3589
250600,2018-02-05,7,4221,3756,3698
250600,2018-02-05,8,4302,3833,3791
250600,2018-02-05,9,4320,3851,3836
250600,2018-02-05,10,4380,3908,3886
250600,2018-02-05,11,4560,4080,3878
250600,2018-02-05,12,4560,4080,3927
250600,2018-02-05,13,4557,4077,3942
250600,2018-02-05,14,4584,4103,3960
250600,2018-02-05,15,4605,4123,3957
250600,2018-02-05,16,4599,4118,3930
250600,2018-02-05,17,4608,4126,3892
250600,2018-02-05,18,4608,4126,3684
250600,2018-02-05,19,4569,4089,3286
250600,2018-02-05,20,4500,4023,2994
250600,2018-02-05,21,4464,3988,2810
250600,2018-02-05,22,4395,3922,2676
250600,2018-02-05,23,4305,3836,2554
250600,2018-02-06,0,4257,3790,2502
250600,2018-02-06,1,4215,3750,2498
250600,2018-02-06,2,4098,3638,2572
250600,2018-02-06,3,4113,3653,2734
250600,2018-02-06,4,4323,3854,3045
250600,2018-02-06,5,4428,3954,3417
250600,2018-02-06,6,4506,4029,3636
250600,2018-02-06,7,4545,4066,3727
250600,2018-02-06,8,4608,4126,3829
250600,2018-02-06,9,4662,4178,3904
250600,2018-02-06,10,4686,4201,3948
250600,2018-02-06,11,4743,4255,4000
250600,2018-02-06,12,4755,4267,4007
250600,2018-02-06,13,4767,4278,4020
250600,2018-02-06,14,4764,4275,4036
250600,2018-02-06,15,4755,4267,4040
250600,2018-02-06,16,4743,4255,4024
250600,2018-02-06,17,4719,4232,4009
250600,2018-02-06,18,4677,4192,3806
250600,2018-02-06,19,4206,3742,3310
250600,2018-02-06,20,3651,3211,2958
250600,2018-02-06,21,3414,2984,2779
250600,2018-02-06,22,3267,2844,2664
250600,2018-02-06,23,3141,2723,2550
250600,2018-02-07,0,3060,2646,2506
250600,2018-02-07,1,3033,2620,2528
250600,2018-02-07,2,3111,2694,2631
250600,2018-02-07,3,3252,2829,2750
250600,2018-02-07,4,3510,3076,3060
250600,2018-02-07,5,4065,3607,3420
250600,2018-02-07,6,4239,3773,3562
250600,2018-02-07,7,4401,3928,3670
250600,2018-02-07,8,4500,4023,3794
250600,2018-02-07,9,4578,4097,3901
250600,2018-02-07,10,4668,4183,3966
250600,2018-02-07,11,4725,4238,3984
250600,2018-02-07,12,4725,4238,4008
250600,2018-02-07,13,4746,4258,3999
250600,2018-02-07,14,4761,4272,4014
250600,2018-02-07,15,4773,4284,4014
250600,2018-02-07,16,4785,4295,4013
250600,2018-02-07,17,4785,4295,3993
250600,2018-02-07,18,4632,4149,3783
250600,2018-02-07,19,4155,3693,3274
250600,2018-02-07,20,3549,3113,2913
250600,2018-02-07,21,3336,2910,2732
250600,2018-02-07,22,3219,2798,2637
250600,2018-02-07,23,3066,2651,2484
250600,2018-02-08,0,2985,2574,2409
250600,2018-02-08,1,2970,2559,2418
250600,2018-02-08,2,3015,2603,2488
250600,2018-02-08,3,3048,2634,2634
250600,2018-02-08,4,3423,2993,2925
250600,2018-02-08,5,3882,3432,3324
250600,2018-02-08,6,4095,3635,3509
250600,2018-02-08,7,4269,3802,3604
250600,2018-02-08,8,4398,3925,3720
250600,2018-02-08,9,4458,3983,3816
250600,2018-02-08,10,4554,4074,3914
250600,2018-02-08,11,4296,3828,3958
250600,2018-02-08,12,4302,3833,3968
250600,2018-02-08,13,4317,3848,3984
250600,2018-02-08,14,4332,3862,4004
250600,2018-02-08,15,4332,3862,4011
250600,2018-02-08,16,4338,3868,4022
250600,2018-02-08,17,4314,3845,3990
250600,2018-02-08,18,4242,3776,3778
250600,2018-02-08,19,3708,3265,3320
250600,2018-02-08,20,3231,2809,2891
250600,2018-02-08,21,2991,2580,2706
250600,2018-02-08,22,2826,2422,2566
250600,2018-02-08,23,2727,2327,2472
250600,2018-02-09,0,2691,2293,2386
250600,2018-02-09,1,2748,2347,2366
250600,2018-02-09,2,3018,2605,2526
250600,2018-02-09,3,3105,2689,2678
250600,2018-02-09,4,3501,3067,2951
250600,2018-02-09,5,3891,3440,3201
250600,2018-02-09,6,4008,3552,3392
250600,2018-02-09,7,4131,3670,3471
250600,2018-02-09,8,4140,3679,3568
250600,2018-02-09,9,4152,3690,3672
250600,2018-02-09,10,4266,3799,3738
250600,2018-02-09,11,4461,3986,3790
250600,2018-02-09,12,4470,3994,3800
250600,2018-02-09,13,4488,4011,3821
250600,2018-02-09,14,4539,4060,3841
250600,2018-02-09,15,4542,4063,3849
250600,2018-02-09,16,4563,4083,3862
250600,2018-02-09,17,4557,4077,3849
250600,2018-02-09,18,4569,4089,3834
250600,2018-02-09,19,4467,3991,3738
250600,2018-02-09,20,4401,3928,3618
250600,2018-02-09,21,4260,3793,3486
250600,2018-02-09,22,4173,3710,3410
250600,2018-02-09,23,4059,3601,3322
250600,2018-02-10,0,4053,3595,3272
250600,2018-02-10,1,4035,3578,3212
250600,2018-02-10,2,4041,3584,3218
250600,2018-02-10,3,4056,3598,3296
250600,2018-02-10,4,4122,3661,3370
250600,2018-02-10,5,4194,3730,3470
250600,2018-02-10,6,4269,3802,3470
250600,2018-02-10,7,4296,3828,3507
250600,2018-02-10,8,4317,3848,3527
250600,2018-02-10,9,4347,3876,3609
250600,2018-02-10,10,4419,3945,3682
250600,2018-02-10,11,4545,4066,3752
250600,2018-02-10,12,4563,4083,3758
250600,2018-02-10,13,4569,4089,3797
250600,2018-02-10,14,4590,4109,3842
250600,2018-02-10,15,4611,4129,3846
250600,2018-02-10,16,4617,4135,3856
250600,2018-02-10,17,4623,4140,3832
250600,2018-02-10,18,4629,4146,3769
250600,2018-02-10,19,4560,4080,3678
250600,2018-02-10,20,4482,4006,3572
250600,2018-02-10,21,4326,3856,3459
250600,2018-02-10,22,4185,3722,3354
250600,2018-02-10,23,4119,3658,3299
250600,2018-02-11,0,4137,3676,3282
250600,2018-02-11,1,4098,3638,3262
250600,2018-02-11,2,4077,3618,3282
250600,2018-02-11,3,4200,3736,3398
250600,2018-02-11,4,4326,3856,3508
250600,2018-02-11,5,4422,3948,3588
250600,2018-02-11,6,4476,4000,3656
250600,2018-02-11,7,4593,4112,3726
250600,2018-02-11,8,4671,4186,3808
250600,2018-02-11,9,4716,4229,3870
250600,2018-02-11,10,4794,4304,3898
250600,2018-02-11,11,4701,4215,3921
250600,2018-02-11,12,4722,4235,3929
250600,2018-02-11,13,4716,4229,3938
250600,2018-02-11,14,4710,4224,3950
250600,2018-02-11,15,4713,4227,3942
250600,2018-02-11,16,4722,4235,3952
250600,2018-02-11,17,4674,4189,3917
250600,2018-02-11,18,4575,4095,3764
250600,2018-02-11,19,4107,3647,3330
250600,2018-02-11,20,3534,3099,3039
250600,2018-02-11,21,3324,2898,2832
250600,2018-02-11,22,3204,2783,2694
250600,2018-02-11,23,3129,2712,2648
250600,2018-02-12,0,3051,2637,2581
250600,2018-02-12,1,3012,2600,2591
250600,2018-02-12,2,3138,2720,2716
250600,2018-02-12,3,3189,2769,2774
250600,2018-02-12,4,3537,3102,3086
250600,2018-02-12,5,3915,3463,3440
250600,2018-02-12,6,4149,3687,3589
250600,2018-02-12,7,4293,3825,3698
250600,2018-02-12,8,4395,3922,3791
250600,2018-02-12,9,4518,4040,3836
250600,2018-02-12,10,4593,4112,3886
250600,2018-02-12,11,4653,4169,3878
250600,2018-02-12,12,4677,4192,3927
250600,2018-02-12,13,4692,4206,3942
250600,2018-02-12,14,4683,4198,3960
250600,2018-02-12,15,4695,4209,3957
250600,2018-02-12,16,4713,4227,3930
250600,2018-02-12,17,4698,4212,3892
250600,2018-02-12,18,4596,4115,3684
250600,2018-02-12,19,4134,3673,3286
250600,2018-02-12,20,3525,3090,2994
250600,2018-02-12,21,3279,2855,2810
250600,2018-02-12,22,3222,2800,2676
250600,2018-02-12,23,3114,2697,2554
250600,2018-02-13,0,3000,2588,2502
250600,2018-02-13,1,3033,2620,2498
250600,2018-02-13,2,3051,2637,2572
250600,2018-02-13,3,3195,2775,2734
250600,2018-02-13,4,3429,2998,3045
250600,2018-02-13,5,3828,3380,3417
250600,2018-02-13,6,4017,3561,3636
250600,2018-02-13,7,4170,3707,3727
250600,2018-02-13,8,4251,3785,3829
250600,2018-02-13,9,4329,3859,3904
250600,2018-02-13,10,4470,3994,3948
250600,2018-02-13,11,4671,4186,4000
250600,2018-02-13,12,4686,4201,4007
250600,2018-02-13,13,4713,4227,4020
250600,2018-02-13,14,4728,4241,4036
250600,2018-02-13,15,4761,4272,4040
250600,2018-02-13,16,4752,4264,4024
250600,2018-02-13,17,4725,4238,4009
250600,2018-02-13,18,4635,4152,3806
250600,2018-02-13,19,4155,3693,3310
250600,2018-02-13,20,3525,3090,2958
250600,2018-02-13,21,3330,2904,2779
250600,2018-02-13,22,3153,2735,2664
250600,2018-02-13,23,3048,2634,2550
250600,2018-02-14,0,2979,2568,2506
250600,2018-02-14,1,2976,2565,2528
250600,2018-02-14,2,3117,2700,2631
250600,2018-02-14,3,3177,2757,2750
250600,2018-02-14,4,3489,3056,3060
250600,2018-02-14,5,3945,3492,3420
250600,2018-02-14,6,4203,3739,3562
250600,2018-02-14,7,4305,3836,3670
250600,2018-02-14,8,4500,4023,3794
250600,2018-02-14,9,4578,4097,3901
250600,2018-02-14,10,4629,4146,3966
250600,2018-02-14,11,4593,4112,3984
250600,2018-02-14,12,4626,4143,4008
250600,2018-02-14,13,4626,4143,3999
250600,2018-02-14,14,4638,4155,4014
250600,2018-02-14,15,4632,4149,4014
250600,2018-02-14,16,4638,4155,4013
250600,2018-02-14,17,4599,4118,3993
250600,2018-02-14,18,4545,4066,3783
250600,2018-02-14,19,4041,3584,3274
250600,2018-02-14,20,3459,3027,2913
250600,2018-02-14,21,3324,2898,2732
250600,2018-02-14,22,3192,2772,2637
250600,2018-02-14,23,3084,2669,2484
250600,2018-02-15,0,3036,2623,2409
250600,2018-02-15,1,3048,2634,2418
250600,2018-02-15,2,3144,2726,2488
250600,2018-02-15,3,3225,2803,2634
250600,2018-02-15,4,3477,3044,2925
250600,2018-02-15,5,3909,3458,3324
250600,2018-02-15,6,4068,3610,3509
250600,2018-02-15,7,4239,3773,3604
250600,2018-02-15,8,4377,3905,3720
250600,2018-02-15,9,4467,3991,3816
250600,2018-02-15,10,4554,4074,3914
250600,2018-02-15,11,4626,4143,3958
250600,2018-02-15,12,4629,4146,3968
250600,2018-02-15,13,4650,4166,3984
250600,2018-02-15,14,4653,4169,4004
250600,2018-02-15,15,4665,4181,4011
250600,2018-02-15,16,4656,4172,4022
250600,2018-02-15,17,4656,4172,3990
250600,2018-02-15,18,4620,4138,3778
250600,2018-02-15,19,4155,3693,3320
250600,2018-02-15,20,3636,3196,2891
250600,2018-02-15,21,3372,2944,2706
250600,2018-02-15,22,3165,2746,2566
250600,2018-02-15,23,3060,2646,2472
250600,2018-02-16,0,2973,2562,2386
250600,2018-02-16,1,2967,2557,2366
250600,2018-02-16,2,3084,2669,2526
250600,2018-02-16,3,3162,2743,2678
250600,2018-02-16,4,3495,3062,2951
250600,2018-02-16,5,3777,3331,3201
250600,2018-02-16,6,3879,3429,3392
250600,2018-02-16,7,3978,3524,3471
250600,2018-02-16,8,4122,3661,3568
250600,2018-02-16,9,4197,3733,3672
250600,2018-02-16,10,4290,3822,3738
250600,2018-02-16,11,4449,3974,3790
250600,2018-02-16,12,4458,3983,3800
250600,2018-02-16,13,4473,3997,3821
250600,2018-02-16,14,4506,4029,3841
250600,2018-02-16,15,4512,4034,3849
250600,2018-02-16,16,4515,4037,3862
250600,2018-02-16,17,4530,4052,3849
250600,2018-02-16,18,4503,4026,3834
250600,2018-02-16,19,4452,3977,3738
250600,2018-02-16,20,4308,3839,3618
250600,2018-02-16,21,4176,3713,3486
250600,2018-02-16,22,4011,3555,3410
250600,2018-02-16,23,3951,3498,3322
250600,2018-02-17,0,3852,3403,3272
250600,2018-02-17,1,3774,3328,3212
250600,2018-02-17,2,3783,3337,3218
250600,2018-02-17,3,3777,3331,3296
250600,2018-02-17,4,3909,3458,3370
250600,2018-02-17,5,4002,3547,3470
250600,2018-02-17,6,4032,3575,3470
250600,2018-02-17,7,3966,3512,3507
250600,2018-02-17,8,3954,3501,3527
250600,2018-02-17,9,4011,3555,3609
250600,2018-02-17,10,4113,3653,3682
250600,2018-02-17,11,4293,3825,3752
250600,2018-02-17,12,4320,3851,3758
250600,2018-02-17,13,4329,3859,3797
250600,2018-02-17,14,4347,3876,3842
250600,2018-02-17,15,4365,3894,3846
250600,2018-02-17,16,4386,3914,3856
250600,2018-02-17,17,4380,3908,3832
250600,2018-02-17,18,4317,3848,3769
250600,2018-02-17,19,4284,3816,3678
250600,2018-02-17,20,4200,3736,3572
250600,2018-02-17,21,4059,3601,3459
250600,2018-02-17,22,4080,3621,3354
250600,2018-02-17,23,4161,3699,3299
250600,2018-02-18,0,4152,3690,3282
250600,2018-02-18,1,4128,3667,3262
250600,2018-02-18,2,4101,3641,3282
250600,2018-02-18,3,4068,3610,3398
250600,2018-02-18,4,4158,3696,3508
250600,2018-02-18,5,4203,3739,3588
250600,2018-02-18,6,4287,3819,3656
250600,2018-02-18,7,4350,3879,3726
250600,2018-02-18,8,4410,3937,3808
250600,2018-02-18,9,4476,4000,3870
250600,2018-02-18,10,4509,4031,3898
250600,2018-02-18,11,4530,4052,3921
250600,2018-02-18,12,4521,4043,3929
250600,2018-02-18,13,4506,4029,3938
250600,2018-02-18,14,4524,4046,3950
250600,2018-02-18,15,4509,4031,3942
250600,2018-02-18,16,4518,4040,3952
250600,2018-02-18,17,4485,4008,3917
250600,2018-02-18,18,4359,3888,3764
250600,2018-02-18,19,4008,3552,3330
250600,2018-02-18,20,3471,3039,3039
250600,2018-02-18,21,3345,2918,2832
250600,2018-02-18,22,3213,2792,2694
250600,2018-02-18,23,3063,2648,2648
250600,2018-02-19,0,2988,2577,2581
250600,2018-02-19,1,2958,2548,2591
250600,2018-02-19,2,3027,2614,2716
250600,2018-02-19,3,3162,2743,2774
250600,2018-02-19,4,3465,3033,3086
250600,2018-02-19,5,3876,3426,3440
250600,2018-02-19,6,4122,3661,3589
250600,2018-02-19,7,4254,3788,3698
250600,2018-02-19,8,4362,3891,3791
250600,2018-02-19,9,4461,3986,3836
250600,2018-02-19,10,4494,4017,3886
250600,2018-02-19,11,4506,4029,3878
250600,2018-02-19,12,4530,4052,3927
250600,2018-02-19,13,4527,4049,3942
250600,2018-02-19,14,4560,4080,3960
250600,2018-02-19,15,4560,4080,3957
250600,2018-02-19,16,4566,4086,3930
250600,2018-02-19,17,4575,4095,3892
250600,2018-02-19,18,4599,4118,3684
250600,2018-02-19,19,4206,3742,3286
250600,2018-02-19,20,3618,3179,2994
250600,2018-02-19,21,3387,2958,2810
250600,2018-02-19,22,3261,2838,2676
250600,2018-02-19,23,3144,2726,2554
250600,2018-02-20,0,3150,2732,2502
250600,2018-02-20,1,3120,2703,2498
250600,2018-02-20,2,3201,2780,2572
250600,2018-02-20,3,3306,2881,2734
250600,2018-02-20,4,3648,3208,3045
250600,2018-02-20,5,4065,3607,3417
250600,2018-02-20,6,4281,3813,3636
250600,2018-02-20,7,4368,3897,3727
250600,2018-02-20,8,4449,3974,3829
250600,2018-02-20,9,4500,4023,3904
250600,2018-02-20,10,4566,4086,3948
250600,2018-02-20,11,4650,4166,4000
250600,2018-02-20,12,4659,4175,4007
250600,2018-02-20,13,4659,4175,4020
250600,2018-02-20,14,4647,4163,4036
250600,2018-02-20,15,4662,4178,4040
250600,2018-02-20,16,4638,4155,4024
250600,2018-02-20,17,4641,4158,4009
250600,2018-02-20,18,4563,4083,3806
250600,2018-02-20,19,4146,3684,3310
250600,2018-02-20,20,3552,3116,2958
250600,2018-02-20,21,3297,2872,2779
250600,2018-02-20,22,3183,2763,2664
250600,2018-02-20,23,3069,2654,2550
250600,2018-02-21,0,2967,2557,2506
250600,2018-02-21,1,2976,2565,2528
250600,2018-02-21,2,3072,2657,2631
250600,2018-02-21,3,3117,2700,2750
250600,2018-02-21,4,3498,3064,3060
250600,2018-02-21,5,3996,3541,3420
250600,2018-02-21,6,4161,3699,3562
250600,2018-02-21,7,4296,3828,3670
250600,2018-02-21,8,4413,3940,3794
250600,2018-02-21,9,4524,4046,3901
250600,2018-02-21,10,4557,4077,3966
250600,2018-02-21,11,4557,4077,3984
250600,2018-02-21,12,4560,4080,4008
250600,2018-02-21,13,4575,4095,3999
250600,2018-02-21,14,4590,4109,4014
250600,2018-02-21,15,4629,4146,4014
250600,2018-02-21,16,4623,4140,4013
250600,2018-02-21,17,4599,4118,3993
250600,2018-02-21,18,4518,4040,3783
250600,2018-02-21,19,3954,3501,3274
250600,2018-02-21,20,3258,2835,2913
250600,2018-02-21,21,3015,2603,2732
250600,2018-02-21,22,2886,2479,2637
250600,2018-02-21,23,2772,2370,2484
250600,2018-02-22,0,2727,2327,2409
250600,2018-02-22,1,2721,2321,2418
250600,2018-02-22,2,2832,2427,2488
250600,2018-02-22,3,2964,2554,2634
250600,2018-02-22,4,3288,2864,2925
250600,2018-02-22,5,3735,3291,3324
250600,2018-02-22,6,3969,3515,3509
250600,2018-02-22,7,4098,3638,3604
250600,2018-02-22,8,4212,3747,3720
250600,2018-02-22,9,4356,3885,3816
250600,2018-02-22,10,4407,3934,3914
250600,2018-02-22,11,4560,4080,3958
250600,2018-02-22,12,4572,4092,3968
250600,2018-02-22,13,4578,4097,3984
250600,2018-02-22,14,4599,4118,4004
250600,2018-02-22,15,4593,4112,4011
250600,2018-02-22,16,4584,4103,4022
250600,2018-02-22,17,4551,4072,3990
250600,2018-02-22,18,4488,4011,3778
250600,2018-02-22,19,4104,3644,3320
250600,2018-02-22,20,3567,3130,2891
250600,2018-02-22,21,3369,2941,2706
250600,2018-02-22,22,3195,2775,2566
250600,2018-02-22,23,3132,2714,2472
250600,2018-02-23,0,3033,2620,2386
250600,2018-02-23,1,3021,2608,2366
250600,2018-02-23,2,3111,2694,2526
250600,2018-02-23,3,3210,2789,2678
250600,2018-02-23,4,3477,3044,2951
250600,2018-02-23,5,3696,3254,3201
250600,2018-02-23,6,3693,3251,3392
250600,2018-02-23,7,3738,3294,3471
250600,2018-02-23,8,3894,3443,3568
250600,2018-02-23,9,4083,3624,3672
250600,2018-02-23,10,4200,3736,3738
250600,2018-02-23,11,4464,3988,3790
250600,2018-02-23,12,4485,4008,3800
250600,2018-02-23,13,4527,4049,3821
250600,2018-02-23,14,4560,4080,3841
250600,2018-02-23,15,4584,4103,3849
250600,2018-02-23,16,4599,4118,3862
250600,2018-02-23,17,4587,4106,3849
250600,2018-02-23,18,4566,4086,3834
250600,2018-02-23,19,4509,4031,3738
250600,2018-02-23,20,4416,3942,3618
250600,2018-02-23,21,4179,3716,3486
250600,2018-02-23,22,4032,3575,3410
250600,2018-02-23,23,3864,3415,3322
250600,2018-02-24,0,3729,3285,3272
250600,2018-02-24,1,3714,3271,3212
250600,2018-02-24,2,3723,3280,3218
250600,2018-02-24,3,3792,3346,3296
250600,2018-02-24,4,3942,3489,3370
250600,2018-02-24,5,4002,3547,3470
250600,2018-02-24,6,4023,3567,3470
250600,2018-02-24,7,4074,3615,3507
250600,2018-02-24,8,4104,3644,3527
250600,2018-02-24,9,4206,3742,3609
250600,2018-02-24,10,4278,3810,3682
250600,2018-02-24,11,4491,4014,3752
250600,2018-02-24,12,4506,4029,3758
250600,2018-02-24,13,4518,4040,3797
250600,2018-02-24,14,4557,4077,3842
250600,2018-02-24,15,4554,4074,3846
250600,2018-02-24,16,4575,4095,3856
250600,2018-02-24,17,4581,4100,3832
250600,2018-02-24,18,4554,4074,3769
250600,2018-02-24,19,4497,4020,3678
250600,2018-02-24,20,4461,3986,3572
250600,2018-02-24,21,4269,3802,3459
250600,2018-02-24,22,4086,3627,3354
250600,2018-02-24,23,4038,3581,3299
250600,2018-02-25,0,3963,3509,3282
250600,2018-02-25,1,3915,3463,3262
250600,2018-02-25,2,4008,3552,3282
250600,2018-02-25,3,4098,3638,3398
250600,2018-02-25,4,4158,3696,3508
250600,2018-02-25,5,4287,3819,3588
250600,2018-02-25,6,4398,3925,3656
250600,2018-02-25,7,4479,4003,3726
250600,2018-02-25,8,4551,4072,3808
250600,2018-02-25,9,4620,4138,3870
250600,2018-02-25,10,4674,4189,3898
250600,2018-02-25,11,4701,4215,3921
250600,2018-02-25,12,4701,4215,3929
250600,2018-02-25,13,4710,4224,3938
250600,2018-02-25,14,4716,4229,3950
250600,2018-02-25,15,4683,4198,3942
250600,2018-02-25,16,4689,4204,3952
250600,2018-02-25,17,4668,4183,3917
250600,2018-02-25,18,4578,4097,3764
250600,2018-02-25,19,4116,3656,3330
250600,2018-02-25,20,3561,3125,3039
250600,2018-02-25,21,3285,2861,2832
250600,2018-02-25,22,3183,2763,2694
250600,2018-02-25,23,3111,2694,2648
250600,2018-02-26,0,3015,2603,2581
250600,2018-02-26,1,2988,2577,2591
250600,2018-02-26,2,3075,2660,2716
250600,2018-02-26,3,3171,2752,2774
250600,2018-02-26,4,3486,3053,3086
250600,2018-02-26,5,3873,3423,3440
250600,2018-02-26,6,4089,3630,3589
250600,2018-02-26,7,4239,3773,3698
250600,2018-02-26,8,4335,3865,3791
250600,2018-02-26,9,4458,3983,3836
250600,2018-02-26,10,4557,4077,3886
250600,2018-02-26,11,4719,4232,3878
250600,2018-02-26,12,4731,4244,3927
250600,2018-02-26,13,4722,4235,3942
250600,2018-02-26,14,4716,4229,3960
250600,2018-02-26,15,4731,4244,3957
250600,2018-02-26,16,4719,4232,3930
250600,2018-02-26,17,4692,4206,3892
250600,2018-02-26,18,4632,4149,3684
250600,2018-02-26,19,4167,3704,3286
250600,2018-02-26,20,3597,3159,2994
250600,2018-02-26,21,3357,2930,2810
250600,2018-02-26,22,3186,2766,2676
250600,2018-02-26,23,3015,2603,2554
250600,2018-02-27,0,2919,2511,2502
250600,2018-02-27,1,2874,2468,2498
250600,2018-02-27,2,3021,2608,2572
250600,2018-02-27,3,3054,2640,2734
250600,2018-02-27,4,3375,2947,3045
250600,2018-02-27,5,3867,3417,3417
250600,2018-02-27,6,4116,3656,3636
250600,2018-02-27,7,4209,3744,3727
250600,2018-02-27,8,4341,3871,3829
250600,2018-02-27,9,4482,4006,3904
250600,2018-02-27,10,4518,4040,3948
250600,2018-02-27,11,4635,4152,4000
250600,2018-02-27,12,4629,4146,4007
250600,2018-02-27,13,4641,4158,4020
250600,2018-02-27,14,4656,4172,4036
250600,2018-02-27,15,4662,4178,4040
250600,2018-02-27,16,4668,4183,4024
250600,2018-02-27,17,4641,4158,4009
250600,2018-02-27,18,4587,4106,3806
250600,2018-02-27,19,4239,3773,3310
250600,2018-02-27,20,3543,3108,2958
250600,2018-02-27,21,3354,2927,2779
250600,2018-02-27,22,3174,2755,2664
250600,2018-02-27,23,3069,2654,2550
250600,2018-02-28,0,2979,2568,2506
250600,2018-02-28,1,2985,2574,2528
250600,2018-02-28,2,3132,2714,2631
250600,2018-02-28,3,3171,2752,2750
